title,dateTime
Katie Hopkins mocks Transgender Day of Remembrance for murder victims,November 20 2018
Transgender Day of Remembrance: Report finds ‘epidemic’ of violence,November 19 2018
Soldier and his transgender daughter embrace in powerful short trans film,November 17 2018
Court strikes down Guyana anti-transgender law,November 14 2018
Trans men reveal first time realising they were transgender,November 14 2018
Massachusetts votes to keep transgender rights law,November 7 2018
Man held gun to transgender woman’s head and called her a ‘fag’,November 6 2018
Doctor Who pregnant man branded transgender ‘propaganda’,November 5 2018
Gay Trump fan tells transgender protesters he ‘wants to’ erase them,November 5 2018
"1,600 scientists sign open letter slamming Trump administration’s transgender memo",November 2 2018
Sexual abuse support group barraged with hate after inviting transgender survivor to speak,November 1 2018
"Trump’s anti-transgender plan will harm US economy, Google, Coca-Cola, Facebook warn",November 1 2018
Transgender suicide hotline calls quadruple after Trump memo leak,October 30 2018
"Dr Phil on Trump anti-transgender plan: Kiss my ass, you can’t do that",October 29 2018
Green Party councillor under fire for ‘hairy-arsed blokes’ transgender comments,October 26 2018
Trump administration supports business who fired transgender employee,October 25 2018
Prime Minister says transgender reforms must ‘take into account’ impact on women,October 24 2018
Transgender woman who was kicked out of home smashes fundraising goal,October 24 2018
Trump confirms White House is ‘looking at’ imposing new transgender policy despite outcry,October 23 2018
Cisgender woman guilty of assaulting two transgender women in hate crime attack,October 22 2018
Cher slams Trump transgender plan: ‘Will my son be sent to internment camp?’,October 22 2018
Trump administration eyeing new policy that could legally erase millions of transgender people,October 21 2018
PinkNews Awards 2018: Jeremy Corbyn vows support for transgender reforms,October 17 2018
Anti-transgender hate crime reports up by a third in one year,October 16 2018
Jupiter looks like the transgender flag in this amazing NASA photo,October 16 2018
Transgender woman Rachel McKinnon wins cycling world championship,October 15 2018
Transgender woman ‘misgendered and forced to show breasts’ by airport security,October 11 2018
Incredible new children’s book tells story of transgender boy,October 10 2018
Metro newspaper runs full-page ad attacking transgender rights reforms,October 10 2018
Mail on Sunday under fire for ‘outing’ transgender soldiers,October 7 2018
Transgender student ‘kept away from peers’ in gender-based shelters during mass shooting drill,October 6 2018
Transgender woman stabbed to death in Chicago,October 5 2018
National Autistic Society cuts links to transgender charity,October 5 2018
Apple introduces 70 emoji — but still no transgender flag,October 3 2018
Cher says she struggled with her son Chaz Bono being transgender,October 3 2018
Baby born to transgender man could become first with no legal mother,October 1 2018
Transgender software engineer accuses Nike of workplace discrimination,September 30 2018
Pakistani government hires first transgender employee,September 30 2018
Gender-neutral toilets in Canada targeted with anti-transgender ‘penis’ stickers,September 28 2018
Who is Ash Palmisciano? Emmerdale’s first transgender character Matty Barton,September 27 2018
Transgender woman Naomi Hersi was ‘drugged and stabbed to death’,September 26 2018
"Everyone needs to be ‘more relaxed’ about transgender people, says Emily Thornberry",September 26 2018
Cambridge council under fire for transgender policy reversal,September 26 2018
NHS sued for failing to offer fertility services to transgender patients,September 23 2018
Anti-trans pressure group ‘sorry’ for transgender stickers,September 22 2018
US anti-transgender advert features man peeping into women’s toilet,September 22 2018
No evidence of higher crime rates in transgender-inclusive spaces,September 20 2018
Transgender man ‘denied child benefit’ for baby he gave birth to,September 19 2018
Transgender teenager crowned homecoming queen at California high school,September 19 2018
Meet the activists fighting for transgender rights in Kenya,September 18 2018
Anne Hathaway sends heartfelt message to 10-year-old transgender girl,September 17 2018
Bangladesh appoints first transgender human rights official to ‘change attitudes’,September 17 2018
"Trump fumed about transgender soldiers getting ‘clipped’ before announcing ban, book claims",September 12 2018
Transgender parents Louise and Charlie Draven reveal trolls called their gender-neutral child a ‘serial killer’,September 11 2018
Transgender woman burned alive in Pakistan after resisting sexual assault,September 9 2018
Chechnya gay purge’s forgotten lesbian and transgender victims,September 8 2018
Transgender Indian woman to make national bathrooms appeal,September 8 2018
Transgender woman’s bank account frozen because she ‘sounded like a man’,September 8 2018
Transgender boy makes neighbour cry with incredibly beautiful letter,September 6 2018
Technology expert destroys Alex Jones’ transgender porn excuses – and reveals he had two videos open,September 3 2018
Transgender candidate Christine Hallquist ‘blames Trump’ for death threats and abuse,August 30 2018
Labour activist Linda Bellos faces private prosecution over threat to ‘thump’ transgender women,August 29 2018
Anti-trans InfoWars host Alex Jones explains why transgender porn was on his phone,August 29 2018
Minister for Women slammed after urging ‘caution’ over transgender youth,August 27 2018
InfoWars host Alex Jones ‘caught looking at transgender porn’ despite anti-trans rants,August 27 2018
Five charged with murdering transgender sex worker who was reportedly trying to stop a robbery,August 27 2018
Transgender referee Lucy Clark given ‘courage’ to go public by Kellie Maloney,August 26 2018
Sixteen US states want the Supreme Court to limit transgender workplace rights,August 25 2018
"Trump administration is withholding information for transgender military ban, judge says",August 25 2018
"Exclusive: TripAdvisor co-founder gives $10,000 to help abused transgender child move",August 24 2018
Columnist compares transgender candidate Christine Hallquist’s win to the rise of the Nazis,August 23 2018
Mindy Kaling and Laverne Cox react to Josie Totah coming out as transgender,August 21 2018
Fundraiser for transgender kid who was threatened with castration trebles target in just five days,August 21 2018
Education Secretary Betsy DeVos is throwing out transgender bathroom complaints,August 20 2018
Pilot suspended over threat to 12-year-old transgender girl,August 20 2018
‘It’s a clean slate’: Former child actor Josie Totah comes out as transgender,August 20 2018
Transgender person tortured and shot dead in Pakistan,August 17 2018
Family of bullied transgender Oklahoma 7th grader starts GoFundMe,August 17 2018
Fox News pundit says Christine Hallquist’s success is down to ‘transgender privilege’,August 17 2018
Australian university blocks speaker who thinks being transgender is a ‘delusional disorder’,August 17 2018
Christine Hallquist supports bullied transgender Oklahoma 7th grader,August 17 2018
Oklahoma school reopens after parents’ knife threats to transgender 12-year-old girl,August 16 2018
Fox News condemned by the Dictionary after calling politician ‘that transgender’,August 16 2018
"Gay, bisexual and transgender prisoners put in “Alternative Lifestyle” isolation tank",August 16 2018
Transgender candidate Christine Hallquist wins Democratic nomination for Governor of Vermont,August 15 2018
Wave of support for transgender 12-year-old who parents threatened to castrate,August 15 2018
This transgender teen is raising money for kids like him in the best way,August 15 2018
UKIP’s new Welsh leader ‘stands by’ anti-transgender rant that got him suspended,August 15 2018
The baker who refused to serve gay couple is now rejecting a transgender customer,August 15 2018
Laverne Cox calls out police for deadnaming transgender murder victims,August 14 2018
Schools closed after Oklahoma parents threaten to castrate transgender child,August 14 2018
Scotland’s only transgender councillor leaves roles after death threats,August 13 2018
Police aren’t respecting the names of transgender murder victims – and it may prevent justice,August 13 2018
Malaysian minister claims allowing people to be transgender would cause ‘chaos’ in society,August 12 2018
‘Are you sure it wasn’t your girl name?’ Transgender woman outed by airline crew member,August 11 2018
Thousands of transgender people may be prevented from voting in US election,August 10 2018
Politician who quit over ‘transgender bathrooms’ could be replaced by transgender woman,August 10 2018
Transgender New Yorkers sue fried chicken shop for refusing to serve them,August 10 2018
A church of anti-transgender witches has been recognised by the US Government,August 9 2018
Vermont could be about to elect the US’s first ever openly transgender governor,August 8 2018
Pizza Hut Malaysia apologises for anti-transgender tweet,August 8 2018
Hollywood giants back calls for ‘authentic’ transgender representation after Scarlett Johansson row,August 7 2018
Judge who blocked name changes for transgender teens faces lawsuit,August 6 2018
NHS told: Offer transgender patients fertility treatments or face legal action,August 5 2018
"Transgender people at higher risk of heart disease, studies suggest",August 3 2018
"Woman who shot dead transgender friend claims self-defence, gets 100 days in jail",August 3 2018
Freemasons to accept transgender women – if they joined as men,August 1 2018
Christian Institute claims God wants you to call transgender women men,August 1 2018
Labour councillor quits over transgender women being allowed to use female toilets,July 31 2018
Transgender woman told she was ‘in the wrong bathroom’ at LGBT music festival,July 31 2018
A petition is calling for a new transgender flag emoji,July 31 2018
Transgender women say the US government is revoking their passports,July 30 2018
Transgender teen wins bathroom battle after suing his school board,July 27 2018
Horrifying video shows transgender woman attacked in broad daylight as bystanders do nothing,July 27 2018
Brave transgender woman is shot after trying to wrestle gun off attacker,July 27 2018
A transgender woman has been shot dead in the back of the head while driving home,July 26 2018
Transgender people ‘barred from voting’ in Pakistan election,July 26 2018
What is a TERF? Debate over transgender rights and Gender Recognition Act explained,July 25 2018
Supergirl’s transgender superhero says roles like hers show ‘we deserve to exist’,July 24 2018
Pakistan’s general election features five transgender candidates,July 23 2018
LGBT in Russia: Meet transgender woman Ksenya,July 23 2018
Supergirl casts Nicole Maines as TV’s first transgender superhero,July 22 2018
"‘I wanted and tried to kill myself’: What it’s like being transgender in Turkey, Europe’s trans murder epicentre",July 21 2018
Dame Edna Everage creator Barry Humphries says ‘evil’ teachers are making kids transgender,July 19 2018
Radio host fired for saying being transgender is like pretending to be a dog,July 18 2018
10 major Hollywood stars who played transgender people on screen,July 17 2018
Transgender van driver sues delivery company for anti-trans discrimination,July 17 2018
Vegan group says ‘chemical pollutants’ make people gay and transgender – and gets destroyed,July 17 2018
Scarlett Johansson quitting role as transgender man in Rub and Tug has divided the internet,July 14 2018
"Stonewall exec Ruth Hunt doubles down on transgender support: ‘They really, really need us’",July 13 2018
Scarlett Johansson drops out of Rub and Tug after backlash for taking transgender role,July 13 2018
Transgender author Juno Dawson feared being ‘murdered on the street’,July 12 2018
Business Insider issues LGBT sensitivity guidelines after controversial Scarlett Johansson transgender article,July 11 2018
Transgender student who fought bathroom rules to star in feminist vampire movie,July 11 2018
Transgender Miss Universe hopeful vows to be role model for trans children,July 11 2018
Judge blocks transgender teen’s name change because he thinks Caitlyn Jenner brainwashed him,July 11 2018
Brighton Pride vows to resist anti-transgender protesters after London ‘hijack’,July 10 2018
Mayor of London Sadiq Khan condemns anti-transgender group who ‘hijacked’ Pride march,July 7 2018
Meet the transgender community resisting anti-trans Colonial-era laws on the remote Tongan islands,July 6 2018
Trace Lysette gets death threats after criticising Scarlett Johansson for taking transgender role,July 6 2018
"Being transgender is a mental disorder, Israeli insurance company tells trans man",July 6 2018
Transgender actresses rip into Scarlett Johansson for playing trans man,July 5 2018
Monty Python’s Terry Gilliam: ‘I’m a black transgender lesbian’,July 5 2018
Scarlett Johansson sparks outrage by playing transgender man in new film,July 4 2018
Unite boss Len McCluskey hits out at ‘violent’ transgender activists,July 4 2018
Speaker John Bercow hits out at media ‘muddying the waters’ on transgender rights,July 4 2018
Theresa May launches long-awaited transgender consultation despite anti-trans backlash,July 3 2018
Transgender woman makes history by winning Miss Universe Spain,July 2 2018
300 transgender children a year choose to delay puberty,July 2 2018
Exclusive: Just 13% of Tory voters agree with government’s proposed transgender policy,July 2 2018
Milo Yiannopoulos says he ‘hopes’ Capital Gazette shooter is transgender,June 29 2018
Family of transgender woman killed say they want ‘everyone to be comfortable with who they are’,June 29 2018
Transgender campaigner praises DUP leader Arlene Foster after meeting at PinkNews Belfast reception,June 29 2018
Transgender woman fatally shot becomes 14th trans victim killed this year,June 28 2018
Nicola Sturgeon drops new minister following ‘offensive’ comments about transgender people,June 28 2018
Starbucks to pay for all transgender staff’s surgeries,June 26 2018
Transgender woman wins landmark case for her pension after ten year legal battle,June 26 2018
Nicola Sturgeon: Scotland will lead on transgender rights,June 26 2018
"No, the Government didn’t just ban transgender people from public bathrooms",June 25 2018
Transgender woman thrown out of restaurant for using women’s bathroom,June 25 2018
Supergirl: Casting call for transgender character is closing soon,June 25 2018
Sex and the City star Cynthia Nixon reveals she has a transgender son,June 23 2018
Amazon UK releases new guidelines on pronouns and uniforms for transgender staff,June 22 2018
H&M apologises after staff stop transgender woman from trying on swimsuit,June 22 2018
Court rejects bid to ban transgender kids from school bathrooms,June 20 2018
Man who murdered Argentina transgender activist Diana Sacayán jailed for life on hate crime charge,June 19 2018
Queer Eye’s first transgender hero Skyler has won everybody’s hearts,June 19 2018
Emmerdale transgender actor reveals what it is like to play ‘groundbreaking’ character Matty,June 19 2018
The World Health Organisation announces it finally no longer classifies being transgender as a mental disorder,June 18 2018
One in three employers say they are ‘less likely’ to hire a transgender worker,June 18 2018
Federal judge stops Donald Trump’s transgender troops ban,June 17 2018
Now transgender people are being blamed for turning fish trans,June 15 2018
Transgender woman stabbed in Hollywood hate crime attack,June 14 2018
Teacher who refused to use transgender pupils’ chosen names resigns in emotional hearing,June 13 2018
Amazing advert tells fathers to accept their transgender children,June 13 2018
Student slams ex-teacher who refused to call transgender pupils by preferred names,June 11 2018
Republican politician who filmed herself harassing transgender woman loses election,June 10 2018
Transgender man starts legal battle to be recognised as the father of baby he gave birth to,June 9 2018
Emmerdale to introduce transgender character,June 7 2018
"More than half of Americans OK with lesbian, gay and transgender colleagues at work",June 7 2018
Walmart settles discrimination lawsuit with transgender employee who claims she was harassed,June 7 2018
Transgender woman left feeling ‘like a freak’ after being told to use male changing room,June 6 2018
Ann Widdecombe lashes out at transgender ‘lunacy’ in Express column,June 6 2018
Government responds to petition from ‘anti-transgender’ feminist campaigners,June 5 2018
Transgender campaigners call for gender-neutral language in Ireland’s abortion law,May 31 2018
Troye Sivan announces Bloom tour with transgender pop sensation Kim Petras as his opening act,May 31 2018
Transgender woman reacts furiously after being turned away from women’s-only gym,May 29 2018
Transgender woman killed by mob in India because of fake child trafficking rumours,May 29 2018
Queer Eye will be making over a transgender man in season two,May 28 2018
Transgender prisoners to be placed in the correct facilities for the first time,May 28 2018
This transgender guy’s friends threw him an incredible viral gender reveal party,May 28 2018
Republican politician could face criminal probe after filming herself harassing transgender woman,May 26 2018
Transgender woman alleges she was sexually assaulted at homeless shelter by a convicted rapist,May 25 2018
Transgender woman shot dead in vicious attack becomes 11th killed this year,May 24 2018
Transgender RuPaul’s Drag Race star Gia Gunn shares transition journey,May 24 2018
Switzerland set to let transgender people easily change their name and legal gender,May 24 2018
Gavin Grimm wins landmark victory in transgender bathroom case,May 23 2018
Caitlyn Jenner considered coming out as transgender in death,May 23 2018
Transgender horse jockey Victoria Smith competes for first time since transitioning to female,May 23 2018
Theresa May says transgender people ‘deserve respect’ and reaffirms commitment to gender recognition review,May 23 2018
"Brain scan can tell kids if they’re transgender, study shows",May 22 2018
Supergirl is about to introduce its first ever transgender character,May 22 2018
Iran’s transgender community are being beaten and disowned in spite of legal protections,May 21 2018
Transgender person shot to death on Georgia highway is the 10th trans murder of 2018,May 20 2018
Republican politician films herself shouting abuse at transgender woman in bathroom,May 18 2018
IDAHOBIT 2018: Transgender women are still being killed at an alarming rate,May 17 2018
Exclusive: Labour rejects complaints from anti-transgender activists in all-women shortlists row,May 14 2018
Transgender woman choked to death becomes ninth trans homicide in US this year,May 11 2018
Indian transgender wedding makes history,May 11 2018
Shawn Mendes songwriter Teddy Geiger makes first official appearance since coming out as transgender,May 10 2018
Pakistan passes historic transgender law guaranteeing basic rights for citizens,May 10 2018
This incredibly moving transgender tweet story has gone viral,May 10 2018
A Channel 4 documentary featured a transgender man being outed and people are furious,May 8 2018
A transgender woman has been brutally murdered after an argument over £6,May 8 2018
Genderquake: Transgender activists and allies boycott Channel 4’s controversial gender debate,May 8 2018
This viral meme explains exactly what it’s like to be transgender and proud,May 8 2018
Oregon schools ban pupils from reading competition over book about a transgender child,May 7 2018
"Separate transgender people from the LGBT+ acronym, says Kellie Maloney",May 7 2018
‘Hateful’ anti-transgender leaflets distributed at women’s FA Cup final,May 6 2018
Caitlyn Jenner to give lecture on transgender issues in the House of Commons,May 4 2018
Transgender inmate raped at a men’s prison in Colorado,May 3 2018
New Hampshire becomes first Republican-controlled state to pass transgender rights protections,May 3 2018
The Wright Stuff host Matthew Wright denies he quit over transgender row,May 2 2018
Transgender prom queen makes history,April 29 2018
"Donald Trump’s transgender ban is as bad as Don’t Ask Don’t Tell, say 49 Senators",April 28 2018
Is Eddie Izzard transgender?,April 27 2018
British newspaper bosses hit back at claims they are ‘fuelling anti-transgender moral panic’,April 26 2018
Transgender woman shot dead in Pakistan,April 24 2018
Cabinet minister Liz Truss backs Mumsnet in transgender row as users call for ‘new Section 28’,April 23 2018
Equalities watchdog says UK government ‘voter ID’ trials will disenfranchise transgender voters,April 23 2018
Mumsnet chaos as whistleblower exposes users backing ‘new Section 28 for transgenderism’,April 20 2018
‘It was either tits or death’: Transgender BBC radio presenter Stephanie Hirst opens up about transition,April 20 2018
Meet Christine Jorgensen: America’s first transgender celebrity,April 19 2018
Coast Guard refuses to stop transgender people from serving despite Trump military ban,April 18 2018
Two-thirds of Brits are concerned about transgender abuse,April 18 2018
Anti-LGBT activists subpoenaed over allegations they helped draft Trump transgender troop ban,April 18 2018
Trans activists call for boycott of film starring Matt Bomer as transgender sex worker,April 15 2018
LGBT+ legal non-profit organisation’s lawsuit over Trump’s transgender military ban on course to go to trial,April 14 2018
Transgender Tour de France winner: I was shouted at on the streets while transitioning,April 11 2018
Transgender weightlifter Laurel Hubbard says she will ‘likely’ never compete again after horrific injury,April 10 2018
What is PlentyOfFish? The dating platform that isn’t inclusive of transgender or non-binary people,April 10 2018
Transgender weightlifter Laurel Hubbard denied gold medal by horrendous injury,April 9 2018
Transgender sex robots are a thing now and apparently they’re very popular,April 9 2018
Five sentenced for brutal murder of transgender woman which shocked the world,April 6 2018
"Transgender weightlifter looks ahead to Commonwealth Games, despite fierce opposition",April 6 2018
Alaska voters shoot down anti-transgender bathroom bill,April 6 2018
Man who allegedly gouged transgender teen’s genitals before killing her faces death penalty,April 5 2018
Transgender woman who was shot in her car died while people drove around her,April 4 2018
"Wearing jeans makes you give birth to transgender kids, says professor",April 4 2018
Indonesian man and transgender woman could be caned 100 times for ‘having gay sex’,April 3 2018
New teachers’ union boss faces backlash over outspoken transgender views,April 3 2018
Peer faces backlash after saying eating fake meat is ‘transgender vegetarianism’,April 2 2018
"Transgender youths who use their chosen name are 65 percent less likely to attempt suicide, research reveals",April 2 2018
"Clueless actress Stacey Dash, who told transgender women to ‘pee in the bushes’, abandons bid for Congress",April 1 2018
Transgender Day of Visibility 2018: This is how many trans people have been killed in the past year,March 31 2018
Transgender Day of Visibility photo series captures the beauty of UK trans community,March 31 2018
Trump created ‘panel of experts’ to justify transgender military ban,March 29 2018
Trans activists launch transgender rights manifesto in Pakistan,March 29 2018
Pakistan’s first transgender newsreader says she’s ‘overwhelmed’ with support after debut broadcast,March 27 2018
Trump’s Defense Secretary Jim Mattis refuses to answer questions about new transgender ban,March 27 2018
"There’s no such thing as a transgender broken arm – trans people deserve fair, non-discriminatory access to services",March 27 2018
Britain’s highest-ranking transgender soldier marries actor in dreamy Disney wedding,March 27 2018
Transgender woman Naomi Hersi murdered in London hotel room,March 26 2018
Donald Trump just banned most transgender people from the military,March 24 2018
Donald Trump’s ban on transgender troops is expected today,March 23 2018
Transgender lottery winner Melissa Ede blocked from buying dream home,March 23 2018
Fans are furious with JK Rowling for liking tweet calling transgender women ‘men in dresses’,March 22 2018
Trump’s Education Secretary Betsy DeVos will not lift a finger to help transgender kids,March 21 2018
"Transvestite, Transsexual, Transgender: Here’s what you should actually call trans people",March 19 2018
Labour delays transgender policy until after local elections after ‘mass resignation’ threats,March 18 2018
Supermarket boss bans transgender employee from meeting customers,March 15 2018
"Transgender people are born that way, a new study has found",March 15 2018
Meet the transgender man making history by fronting a campaign about periods,March 15 2018
Head of transgender children’s charity Mermaids targeted with vile abuse and threats,March 14 2018
Shooting at transgender club shocks community,March 14 2018
Church head: Transgender inclusion is ‘state sponsored child abuse’,March 14 2018
A second openly transgender person has signed up to the US military,March 11 2018
"Accepting transgender children can mean life or death, says leading activist",March 10 2018
Caitlyn Jenner attacks transgender troop ban in front of Trump’s closest allies,March 9 2018
Hillary Clinton praises transgender lawmaker Danica Roem on International Women’s Day,March 9 2018
UK Government finally preparing to ‘end the practice’ of gay and transgender cure therapy,March 9 2018
"Over half of transgender teachers experience harassment in the workplace, study finds",March 8 2018
Indonesia is rounding up transgender women and sending them to rehab,March 8 2018
Transgender broadcaster Stephanie Hirst lands BBC radio show,March 7 2018
Court rules against funeral home that fired employee for being transgender,March 7 2018
Fears that UK ‘voter ID’ rules could stop transgender people from voting,March 6 2018
"RuPaul compares transgender drag queens to doping athletes, doubles down on Drag Race ‘ban’",March 5 2018
Body of missing transgender woman found,February 28 2018
"Stacey Dash, who told transgender women to ‘pee in the bushes’, running for Congress",February 27 2018
"Pentagon confirms first transgender troop has signed up, after Trump ban defeat",February 27 2018
Conservative MP slams ‘abhorrent’ Munroe Bergdorf after transgender model is made Labour’s LGBT+ adviser,February 27 2018
Australian Weightlifting Federation attempts to ban transgender athlete over fears of ‘advantage over female-born athletes’,February 26 2018
This make-up artist is visiting transgender prisoners to offer make-up lessons,February 26 2018
Church accused of conducting ‘transgender exorcism’ on 13-year-old,February 26 2018
Transgender wrestler Mack Beggs wins second title,February 25 2018
Here is Australia’s first transgender priest,February 24 2018
Transgender ban: Secretary of Defense Jim Mattis to advise White House to keep trans troops,February 23 2018
Kansas Republicans declare ‘war’ on transgender people,February 23 2018
The deadline for giving Donald Trump transgender troop ban advice has passed,February 22 2018
"Google fired queer transgender engineer after he confronted anti-gay colleagues, lawsuit alleges",February 22 2018
Women’s Equality Party sacks official who called parents of transgender kids ‘abusive’,February 21 2018
These transgender children have shared their inspiring message with millions,February 21 2018
Transgender ban: Pentagon to announce the new trans troop policy,February 20 2018
This woman wants to be the first openly transgender governor in the United States,February 20 2018
Jeremy Hunt responds to anti-LGBT group that wants to ban transgender teen treatments,February 20 2018
Transgender only swim night to be held after trans people admit fear of discrimination,February 19 2018
Transgender woman sentenced to six years in male prison over HIV infection,February 16 2018
"One in three Americans think that being transgender is a sin, study reveals",February 15 2018
Transgender woman becomes the first recorded in medical literature to breastfeed,February 14 2018
‘Extremely damaging’ school pamphlet on transgender children slammed by LGBT groups,February 14 2018
Pakistan has changed the law so transgender people can be their gender without medical approval,February 13 2018
Russia takes woman’s kids away ‘because she’s transgender and gay’,February 13 2018
Transgender footballer given permission to play in women’s league,February 13 2018
Transgender First Dates contestant: ‘It’s very rare to see a trans man on TV’,February 12 2018
Transgender lottery winner Melissa Ede u-turns and will share fortune with her kids – after she dies,February 12 2018
Transgender woman brutally shot dead in the US is third to be killed this year,February 9 2018
3 in 5 people purposely misgender transgender people,February 9 2018
"Transgender model spends $75,000 on surgery to look like Kylie Jenner",February 8 2018
Trump administration plans to roll out new transgender military policy this month,February 8 2018
There are four times more transgender teenagers than we thought,February 7 2018
14-year-old YouTube star wins ‘Transgender of the Year’ award,February 6 2018
Republican lawmaker doubles down on TV ad attacking transgender women,February 6 2018
Republicans throw support behind President Trump’s ban on transgender troops,February 5 2018
Rose McGowan claims there’s a conspiracy to discredit her after hurling abuse at transgender woman,February 5 2018
Women’s refuges set to overturn ban on self-identifying transgender staff,February 4 2018
Transgender people flee Indonesian region after 12 are stripped naked and beaten,February 2 2018
"Beaten, humiliated and abused: what is it like to be transgender in Russia?",February 2 2018
Actress Liz Carr calls out M&S after transgender friend is refused entry to changing room,February 2 2018
Transgender woman shares horrific injuries after being ‘beaten with an iron bar in public’,February 1 2018
Grey’s Anatomy is going to have a groundbreaking transgender storyline,February 1 2018
RuPaul’s Drag Race star Peppermint becomes first transgender woman to star in leading Broadway role,February 1 2018
A transgender man has been arrested for ordering testosterone in Russia,January 31 2018
These are the best companies for transgender people in Britain,January 31 2018
SNP’s Mhairi Black hits out at ‘ludicrous’ newspaper smears on transgender people,January 30 2018
Labour leader Jeremy Corbyn says self-identifying transgender women are women,January 29 2018
Democrat Joe Kennedy to bring transgender soldier to Trump’s State of the Union address,January 29 2018
"Teacher who said transgender women aren’t women did nothing wrong, says disciplinary hearing",January 29 2018
Indonesian police arrest 12 transgender women and shave their heads ‘to make them men’,January 29 2018
Transgender woman kidnapped and gang-raped by nine people in Pakistan,January 29 2018
Legal challenge attempts to kill off Trump’s transgender ban for good,January 26 2018
Church of England angers evangelicals by ‘welcoming’ transgender people,January 26 2018
Transgender inmate gets transferred to women’s prison after attempting suicide three times,January 25 2018
Exclusive: Labour confirms its all-women shortlists are open to self-identifying transgender women,January 24 2018
Yance Ford becomes the first transgender director to be nominated for an Oscar,January 24 2018
"Hindus have a long and surprising history of supporting transgender people, says expert on Thought of the Day",January 23 2018
Transgender sex worker found guilty of spreading HIV may face prison sentence in male institute,January 19 2018
Trolls target trans people by donating to anti-transgender fundraiser in their name,January 19 2018
UFC fighter Paulo Costa says he ‘would love’ to beat up transgender athlete Fallon Fox,January 18 2018
Sunday Times admits report bashing transgender charity was untrue,January 17 2018
Donald Trump is set to allow doctors to refuse treatment to transgender people,January 17 2018
Trump officials issue third refusal to help transgender student who has been forced to use the wrong bathroom,January 16 2018
Transgender activist Chelsea Manning’s Senate video listed as ‘inappropriate’ by YouTube,January 15 2018
Transgender comic Eddie Izzard’s political ambitions suffer a major blow,January 15 2018
Host faces criticism after interview with Ghana’s ‘first’ openly transgender female,January 15 2018
HIV-positive transgender sex worker on trial for secretly infecting client,January 15 2018
The Sunday Times’ hateful story depicts transgender woman as ‘male-bodied’ monster,January 14 2018
Horrifying campaign to purge transgender women from Labour Party shortlists raises thousands,January 14 2018
Transgender Labour activist Lily Madigan loses out on Jo Cox leadership place,January 13 2018
Labour Party row over transgender women on all-women shortlists for Parliament,January 12 2018
Transgender woman burnt to death is second killed this year,January 12 2018
Labour equalities chief: ‘Don’t make a big fuss’ about transgender people,January 12 2018
Transgender Big Brother star wrongly reported as DEAD after hoax reports,January 12 2018
Transgender porn is super popular in Russia and with over-65s,January 12 2018
Munroe Bergdorf hits out out the fashion industry’s ‘transgender quota’ in amazing tirade,January 11 2018
Top British girls grammar school bans teachers from calling pupils ‘girls’ to avoid offending transgender children,January 11 2018
German Playboy to feature transgender cover star for the first time,January 10 2018
UKIP politician gives half-hearted apology after attacking ‘nutty’ transgender people in vile speech,January 10 2018
Trump book reveals ignorant snap decision behind transgender ban,January 9 2018
Fit to serve: Data on transgender military service,January 9 2018
Annie Wallace has played for transgender charity Mermaids on BBC’s Mastermind,January 8 2018
Donald Trump is expected to remove Obama-era protections for transgender prisoners,January 8 2018
"Planned Parenthood expands transgender services, infuriates conservatives more",January 5 2018
Hong Kong equality watchdog: Transgender people should be recognised without surgery,January 4 2018
Celebrity Big Brother 2018: India Willoughby says genderfluid people ‘cheapen’ transgender struggle,January 4 2018
Kids who rejected their transgender mother to get nothing after she wins lottery,January 4 2018
Scottish government vows to push on with transgender reforms amid Westminster delays,January 4 2018
Who is India Willoughby? Transgender Loose Women star in Celebrity Big Brother 2018,January 3 2018
Celebrity Big Brother 2018: Ann Widdecombe’s shocking views on gay and transgender people,January 3 2018
Naked transgender mayo dancer Melissa Ede wins £4 million lottery prize,January 3 2018
Munroe Bergdorf slams the media for ‘screwing up’ transgender kids,January 2 2018
Transgender newsreader India Willoughby joins Ann Widdecombe on Celebrity Big Brother,January 2 2018
A trans review of 2017: the year of transgender moral panic,January 1 2018
Transgender individuals can join the US military from today,January 1 2018
Trump stops fighting to block transgender military enlistment for now,December 30 2017
Glee creator Ryan Murphy’s new transgender musical TV show picked up by network,December 29 2017
Walmart sued for discrimination by transgender employee who was branded a ‘freak’ and a ‘faggot’,December 28 2017
Government delays transgender rights review amid right-wing press backlash,December 28 2017
Court reinstates transgender man’s discrimination suit against Starbucks,December 27 2017
Transgender dad who gave birth pre and post transition reveals which was better,December 22 2017
Silicon Valley star TJ Miller hurled horrific abuse at transgender woman,December 21 2017
"Transgender people can join the military with their ‘preferred gender,’ Pentagon reveals",December 21 2017
Catholic Bishops tell parents to reject their transgender kids,December 20 2017
Ruling that transgender Orthodox Jewish woman can’t see her children overturned,December 20 2017
Christian campaigners: Ban schools teaching about gay couples and ‘transgenderism’,December 19 2017
Anti-LGBT groups are thrilled Trump banned the word ‘transgender’,December 19 2017
Democrats demands to know why Trump has banned the word ‘transgender’ for CDC,December 19 2017
Everyone in this family of four is transgender,December 18 2017
"Late transgender prisoner complained of bullying by guards, inquest hears",December 18 2017
Trump administration ‘misled court’ about need for transgender military ban,December 18 2017
More government agencies banned by Trump from using the words ‘transgender’ and ‘foetus’,December 17 2017
LGBT activists to protest transgender rights bill in India,December 17 2017
